Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - share,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post consumers by type - link clicks,Lifetime Post consumers by type - other clicks,Lifetime Post consumers by type - photo view,Lifetime Post consumers by type - video play,Lifetime Post Consumptions by type - link clicks,Lifetime Post Consumptions by type - other clicks,Lifetime Post Consumptions by type - photo view,Lifetime Post Consumptions by type - video play,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Negative feedback - hide_all_clicks,Lifetime Negative feedback - hide_clicks,Lifetime Negative feedback - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Average time video viewed,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Video length,Lifetime Percentage of viewers at each interval (video post) - 0,Lifetime Percentage of viewers at each interval (video post) - 1,Lifetime Percentage of viewers at each interval (video post) - 2,Lifetime Percentage of viewers at each interval (video post) - 3,Lifetime Percentage of viewers at each interval (video post) - 4,Lifetime Percentage of viewers at each interval (video post) - 5,Lifetime Percentage of viewers at each interval (video post) - 6,Lifetime Percentage of viewers at each interval (video post) - 7,Lifetime Percentage of viewers at each interval (video post) - 8,Lifetime Percentage of viewers at each interval (video post) - 9,Lifetime Percentage of viewers at each interval (video post) - 10,Lifetime Percentage of viewers at each interval (video post) - 11,Lifetime Percentage of viewers at each interval (video post) - 12,Lifetime Percentage of viewers at each interval (video post) - 13,Lifetime Percentage of viewers at each interval (video post) - 14,Lifetime Percentage of viewers at each interval (video post) - 15,Lifetime Percentage of viewers at each interval (video post) - 16,Lifetime Percentage of viewers at each interval (video post) - 17,Lifetime Percentage of viewers at each interval (video post) - 18,Lifetime Percentage of viewers at each interval (video post) - 19,Lifetime Percentage of viewers at each interval (video post) - 20,Lifetime Percentage of viewers at each interval (video post) - 21,Lifetime Percentage of viewers at each interval (video post) - 22,Lifetime Percentage of viewers at each interval (video post) - 23,Lifetime Percentage of viewers at each interval (video post) - 24,Lifetime Percentage of viewers at each interval (video post) - 25,Lifetime Percentage of viewers at each interval (video post) - 26,Lifetime Percentage of viewers at each interval (video post) - 27,Lifetime Percentage of viewers at each interval (video post) - 28,Lifetime Percentage of viewers at each interval (video post) - 29,Lifetime Percentage of viewers at each interval (video post) - 30,Lifetime Percentage of viewers at each interval (video post) - 31,Lifetime Percentage of viewers at each interval (video post) - 32,Lifetime Percentage of viewers at each interval (video post) - 33,Lifetime Percentage of viewers at each interval (video post) - 34,Lifetime Percentage of viewers at each interval (video post) - 35,Lifetime Percentage of viewers at each interval (video post) - 36,Lifetime Percentage of viewers at each interval (video post) - 37,Lifetime Percentage of viewers at each interval (video post) - 38,Lifetime Percentage of viewers at each interval (video post) - 39,Lifetime Percentage of viewers at each interval (video post) - 40,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views
138832254624_10154950870264625,https://www.facebook.com/ColumbiaMissourian/posts/10154950870264625,"We're currently working on a story regarding the earthquakes in Ecuador and how it has affected members in the local community. If you or someone you know has a personal connection to this tragedy, we would love to talk and hear your story. If you are interested, feel free to contact the Columbia Missourian newsroom at (573) 882-5714 or email reporter Rachel Phillips at rapzp4@mail.missouri.edu.

The latest on the losses in Ecuador: http://bit.ly/22I9HAw",Link,,,4/18/16 10:32, ,850,850,0,1367,1367,0,8,,,,,,,8,8,2,6,,,2,6,,,0,0,,,,,,,1349,829,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154950554069625,https://www.facebook.com/ColumbiaMissourian/posts/10154950554069625,"Columbia Parks and Recreation is in the process of buying land for a new park in south Columbia. The future park will be located near The Gates, a developing upscale housing subdivision. http://bit.ly/22HLaf1",Link,,,4/18/16 8:11, ,2741,2741,0,4897,4897,0,105,,20,2,,21,2,93,116,70,34,,,76,40,,,0,0,,,,,,,4127,2282,0,0,84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154950354519625,https://www.facebook.com/ColumbiaMissourian/posts/10154950354519625,"Mizzou baseball lost a &quot;ruff&quot; one Sunday against LSU, 15-2. Luckily, dogs were in attendance to keep peoples' spirits alive. http://bit.ly/22FUKyW",Link,,,4/18/16 6:29, ,2457,2457,0,4024,4024,0,58,,14,3,,14,3,50,58,37,14,,,42,16,,,0,0,,,,,,,3605,2113,0,0,55,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154950091939625,https://www.facebook.com/ColumbiaMissourian/posts/10154950091939625,"Stephens fashion students collaborated to parade a wide variety of styles on the catwalk, including women's, children's and gender-neutral clothing, at the school's 72nd annual &quot;Collections&quot; fashion show. http://bit.ly/1VbQKXW",Link,,,4/18/16 4:00, ,295,295,0,478,478,0,18,,4,,,4,,16,26,11,7,,,15,11,,,0,0,,,,,,,464,283,0,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154949448659625,https://www.facebook.com/ColumbiaMissourian/posts/10154949448659625,"While covering this week's story assignments, Missourian photographers got up close and personal with their subjects, exploring them from a wide variety of angles. Read about their approaches to these photos here: http://bit.ly/1VbT0hS",Link,,,4/17/16 19:00, ,1262,1262,0,2035,2035,0,26,,3,,,3,,24,26,19,5,,,21,5,,,0,0,,,,,,,1986,1229,0,0,26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154949263649625,https://www.facebook.com/ColumbiaMissourian/posts/10154949263649625,"This week's most read stories include former MU Chancellor R. Bowen Loftin's transitional position that never materialized, MU Police telling protesters to use their inside voices and a state representative who thinks UM System officials haven't done enough to address diversity. http://bit.ly/1So6l6u",Link,,,4/17/16 17:09, ,1723,1723,0,2908,2908,0,48,,,,,,,48,53,43,6,,,46,7,,,1,1,,1,,,1,,2885,1704,0,0,48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154949151894625,https://www.facebook.com/ColumbiaMissourian/posts/10154949151894625,"PolitiFact Missouri fact checked a claim by Catherine Hanaway, former Speaker of the Missouri House of Representatives. She said, &quot;We're the worst state in the country at moving people from welfare to work.&quot; This claim was rated, &quot;False.&quot; http://bit.ly/1VbRfRY",Link,,,4/17/16 15:35, ,1746,1746,0,2992,2992,0,42,1,14,2,1,15,2,31,37,21,11,,,23,14,,,0,0,,,,,,,2476,1420,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154949044919625,https://www.facebook.com/ColumbiaMissourian/posts/10154949044919625,The Boone County Sheriff's Department will add 14 new cars to its fleet by the beginning of May. The new cars have a license plate reader and fingerprint scanner in the front seat. http://bit.ly/1SfiWmY,Link,,,4/17/16 14:28, ,2077,2077,0,3512,3512,0,71,2,5,2,3,5,2,68,86,49,26,,,50,36,,,0,0,,,,,,,3260,1902,0,0,64,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154948740834625,https://www.facebook.com/ColumbiaMissourian/posts/10154948740834625,"After a shaky first play, Missouri's offense and quarterback Drew Lock turned Saturday's spring game around. &quot;Reps on reps on reps,&quot; Drew Lock said. &quot;It's crazy what it'll do for you. Practice makes perfect and I think we're feeling that today.&quot; http://bit.ly/1SePEF4",Link,,,4/17/16 12:01, ,267,267,0,384,384,0,5,,,,,,,5,5,3,2,,,3,2,,,0,0,,,,,,,360,247,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154948472464625,https://www.facebook.com/ColumbiaMissourian/posts/10154948472464625,The tastiest tailgate on Saturday probably wasn't before the spring football game. Shrimp boil and gumbo turned into a recipe for friendship before the Mizzou vs. LSU baseball game at Taylor Stadium. http://bit.ly/22DKDed,Link,,,4/17/16 10:09, ,6151,6151,0,10109,10109,0,223,9,70,13,12,74,14,174,258,91,114,,,94,164,,,1,1,,1,,,1,,5144,2884,0,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154948259514625,https://www.facebook.com/ColumbiaMissourian/posts/10154948259514625,"Shouts of, &quot;Stop the violence, show the love!&quot; could be heard downtown on Saturday as participants in the We Are Family March worked to spread awareness about gang violence. http://bit.ly/1qQAcbk",Link,,,4/17/16 8:35, ,2888,2888,0,4730,4730,0,185,12,55,8,26,60,8,143,219,57,99,,,60,159,,,0,0,,,,,,,3604,2127,0,0,112,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154947965599625,https://www.facebook.com/ColumbiaMissourian/posts/10154947965599625:0,Today's front page features lumberjacks; Yappy Hour; budget cuts; and Middleton's optimistic speech. Check out our e-edition: http://bit.ly/1TZ0V0N,Photo,,,4/17/16 6:08, ,1684,1684,0,4821,4821,0,10,,1,,,1,,9,18,1,2,7,,1,2,15,,0,0,,,,,,,4796,1664,0,0,9,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154947104904625,https://www.facebook.com/ColumbiaMissourian/posts/10154947104904625,"Saturday's Yappy Hour event featured plenty of pups and suds in the first-ever event held at Twin Lakes Recreational Area. Dogs were given non-alcoholic beer during the event, which has chemicals and nutrients that are good for the pooches. http://bit.ly/1p7U5t1",Link,,,4/16/16 20:05, ,352,352,0,576,576,0,14,,2,,,2,,13,15,9,5,,,9,6,,,0,0,,,,,,,553,335,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154946941824625,https://www.facebook.com/ColumbiaMissourian/posts/10154946941824625,The future of the six security cameras in downtown Columbia is up in the air since it is not in the Police Department's budget to maintain or replace them. http://bit.ly/1Wy9wIz,Link,,,4/16/16 18:11, ,1043,1043,0,1701,1701,0,8,,,,,,,8,8,7,1,,,7,1,,,0,0,,,,,,,1682,1028,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154946800094625,https://www.facebook.com/ColumbiaMissourian/posts/10154946800094625,MU students will no longer be able to get free flu shots or take advantage of the Stressbusters program. MU Health Care is making these changes as well as others to adapt financially to the drop in enrollment for the fall 2016 semester. http://bit.ly/1Sm9tj9,Link,,,4/16/16 16:29, ,1930,1930,0,3327,3327,0,188,9,12,8,10,12,8,180,276,77,119,,,82,194,,,0,0,,,,,,,2264,1284,0,0,155,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154946629304625,https://www.facebook.com/ColumbiaMissourian/posts/10154946629304625,"School visits, social networks and program partnerships are just some ways Columbia police are working to better its relationship with residents of Columbia's north, central and east neighborhoods. http://bit.ly/1p7xNYr",Link,,,4/16/16 14:41, ,1707,1707,0,2788,2788,0,40,1,15,,1,15,,29,44,14,20,,,14,30,,,1,1,,1,,,1,,2520,1476,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154946365389625,https://www.facebook.com/ColumbiaMissourian/posts/10154946365389625,One hundred Rock Bridge High School students had a chance to ask Governor Nixon questions about recent policies yesterday. What would you have asked the governor? http://bit.ly/1Slpndr,Link,,,4/16/16 12:00, ,85,85,0,133,133,0,2,,,,,,,2,3,,2,,,,3,,,0,0,,,,,,,114,71,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154946142464625,https://www.facebook.com/ColumbiaMissourian/posts/10154946142464625,"A group of retirees and graduate students gathered Friday to protest the new retiree health insurance policy, which includes limiting retirement medical benefits for 84 percent of eligible employees. http://bit.ly/1NtwPvG",Link,,,4/16/16 10:06, ,2184,2184,0,3952,3952,0,94,2,5,1,3,5,1,91,139,58,48,,,64,75,,,1,1,,1,,,1,,3172,1872,0,0,49,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154945895339625,https://www.facebook.com/ColumbiaMissourian/posts/10154945895339625,"Twelve MU students have died in the past year. Yesterday, friends, family and Mizzou community members celebrated these students' contributions to campus. “Although these people are not with us, their hopes and dreams are kept alive,” Vice Chancellor Cathy Scroggs said. http://bit.ly/1qO6UKw",Link,,,4/16/16 8:00, ,3499,3499,0,5952,5952,0,190,,23,2,,23,2,174,234,153,33,,,183,51,,,0,0,,,,,,,5175,2851,0,0,173,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154945719489625,https://www.facebook.com/ColumbiaMissourian/posts/10154945719489625,"In a Q&amp;A session Friday at Rock Bridge High School, Gov. Jay Nixon addressed various issues that will likely affect today's high school students in the near future. &quot;You're not going to have it so lucky,&quot; Nixon said. &quot;That's the way of the world, and that's what you're in.&quot; Students' questions touched on topics including the governor's &quot;ban the box&quot; executive order and the cycle of poverty. http://bit.ly/1Ntytxq",Link,,,4/16/16 6:22, ,884,884,0,1508,1508,0,21,,2,,,2,,21,25,10,14,,,10,15,,,0,0,,,,,,,1491,872,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944889834625,https://www.facebook.com/ColumbiaMissourian/posts/10154944889834625,"Middleton delivered an optimistic speech to the UM System Board of Curators on Thursday that highlighted the hiring of a diversity chief, the selection of an audit firm to examine equity and inclusion throughout the system and a growing respect for MU among other schools. http://bit.ly/1NtBIoG",Link,,,4/15/16 20:10, ,1182,1182,0,1894,1894,0,22,1,2,1,1,2,1,21,25,11,12,,,11,14,,,0,0,,,,,,,1829,1140,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944658689625,https://www.facebook.com/ColumbiaMissourian/posts/10154944658689625,"As a result of MU's expected $32 million budget shortfall for fiscal year 2017, MU Libraries plans to cut multiple positions and collections and shorten its hours to bridge its budgetary gap of $894,000. http://bit.ly/1TWTwPx",Link,,,4/15/16 18:00, ,10776,10776,0,19546,19546,0,969,55,103,40,65,110,42,883,1306,308,702,2,,331,973,2,,5,5,1,4,,1,4,,6784,3595,0,0,361,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944552174625,https://www.facebook.com/ColumbiaMissourian/posts/10154944552174625,"In an open letter to Sen. Kurt Schaefer, Columbia resident Kate Berneking Kogut called Schaefer's actions against Planned Parenthood &quot;unacceptable and unethical.&quot; &quot;The time you spend attacking Planned Parenthood is time you should spend working on genuine needs of our state,&quot; Berneking Kogut said. http://bit.ly/22Aosp3",Link,,,4/15/16 16:30, ,4374,4374,0,7230,7230,0,258,11,69,8,18,68,8,218,328,66,181,,,69,259,,,2,2,,2,,,2,,4243,2398,0,0,158,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944459084625,https://www.facebook.com/ColumbiaMissourian/posts/10154944459084625,"To comply with a federal antitrust subpoena, the UM System released the financial aid records of about 500 former and current Mizzou athletes. The lawsuit was filed by former NCAA football and women's and men's basketball student athletes in 2014 against the NCAA and other major conferences.  http://bit.ly/1SHfNvA",Link,,,4/15/16 15:15, ,1982,1982,0,3346,3346,0,71,,4,2,,4,2,68,81,43,31,,,45,36,,,0,0,,,,,,,3165,1837,0,0,68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944148084625,https://www.facebook.com/ColumbiaMissourian/videos/10154944148084625/,The recent demolition of Quinton's Bar and Deli is just one of the many events changing the landscape of downtown Columbia as more housing developments are constructed.,Video,,,4/15/16 13:04, ,19285,19285,0,38209,38209,0,1623,101,180,48,122,200,48,1524,2291,,1491,33,142,,2103,42,146,5,5,,4,1,,4,1,14375,4744,0,0,460,27112,1771,1737,0,0,61971,0.7667,1,0.9861,0.8612,0.7616,0.6852,0.622,0.5602,0.5136,0.4765,0.4522,0.4334,0.4146,0.3993,0.3891,0.3774,0.3712,0.3625,0.3549,0.3502,0.342,0.3382,0.3357,0.3316,0.3278,0.3265,0.3211,0.3182,0.3158,0.3139,0.3118,0.3082,0.3059,0.3028,0.2989,0.2977,0.2919,0.2751,0.2584,0.249,0.0661,7274,6548,0,0
138832254624_10154944082274625,https://www.facebook.com/ColumbiaMissourian/posts/10154944082274625,"Anna Drake, director of Heart of Missouri CASA, said the organization will continue to help support local children. &quot;The best outcome for these children is stable, permanent placements,&quot; Drake said. http://bit.ly/1TWoYNX",Link,,,4/15/16 12:21, ,1110,1110,0,1793,1793,0,21,,5,1,,5,1,18,22,7,12,,,8,14,,,0,0,,,,,,,1618,993,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154944000539625,https://www.facebook.com/ColumbiaMissourian/posts/10154944000539625,Attendees reflected on modern-day plagues such as the global refugee crisis and LGBTQ discrimination at a Seder on Thursday. This is the eighth annual Social Justice Seder held by Mizzou Hillel and the Women's Center. http://bit.ly/22A5nUa,Link,,,4/15/16 11:50, ,816,816,0,1222,1222,0,10,,,,,,,10,13,4,7,,,4,9,,,0,0,,,,,,,1206,803,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154943841359625,https://www.facebook.com/ColumbiaMissourian/posts/10154943841359625,"A Missouri Senate committee agreed to restore most UM funding cuts last week, but UM System budget talks are still in limbo pending a legislature decision and expected $32 million tuition shortfall. http://bit.ly/1SbRarm",Link,,,4/15/16 10:44, ,948,948,0,1532,1532,0,20,1,,,1,,,20,22,7,15,,,7,15,,,0,0,,,,,,,1503,931,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154943547169625,https://www.facebook.com/ColumbiaMissourian/posts/10154943547169625,"Columnist George Kennedy reflects on Wednesday's legislative candidate forum. The event was a chance to educate the candidates on minority issues and engage the community, but was sparely attended — and only Democratic candidates showed up.  http://bit.ly/1SiC9tg",Link,,,4/15/16 8:10, ,915,915,0,1491,1491,0,16,,1,,,1,,16,16,11,5,,,11,5,,,1,1,,1,,,1,,1477,903,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154943335814625,https://www.facebook.com/ColumbiaMissourian/posts/10154943335814625:0,Today's front page features Social Justice Seder; UM retirement benefits; and donated land. Check out our e-edition: http://bit.ly/1TUZm4b,Photo,,,4/15/16 6:06, ,2014,2014,0,4933,4933,0,15,,3,1,,3,1,13,31,2,5,10,,2,7,22,,0,0,,,,,,,4833,1941,0,0,8,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154943143549625,https://www.facebook.com/ColumbiaMissourian/posts/10154943143549625,"Games, food and &quot;rooster fighting&quot; were all part of a celebration of Latin American culture held Thursday at Memorial Student Union.  http://bit.ly/1SiQplL",Link,,,4/15/16 4:10, ,197,197,0,303,303,0,3,,1,,,1,,3,3,1,2,,,1,2,,,0,0,,,,,,,289,184,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154942477084625,https://www.facebook.com/ColumbiaMissourian/posts/10154942477084625,"To celebrate the Jewish feast of Passover, students gathered Thursday at Mizzou Hillel to share a Seder meal and discuss modern-day &quot;plagues.&quot; http://bit.ly/1V5tESV",Link,,,4/14/16 20:20, ,500,500,0,877,877,0,32,,3,,,3,,30,43,11,21,,,12,31,,,1,1,,1,,,1,,848,476,0,0,31,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154942312239625,https://www.facebook.com/ColumbiaMissourian/posts/10154942312239625,"After a year of negotiations, it's been decided that 102 acres of land near The Pinnacles will be protected from development. The land was previously owned by James and Joanne Whitley. http://bit.ly/1SapCCN",Link,,,4/14/16 18:10, ,3434,3434,0,5274,5274,0,138,1,53,2,1,54,2,99,117,71,34,,,74,43,,,0,0,,,,,,,3791,2246,0,0,107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154942153809625,https://www.facebook.com/ColumbiaMissourian/posts/10154942153809625,"From dumplings to pinyin, the MU Confucius Institute  strives to bring Chinese culture to all of Columbia's corners. The institute is a partnership between MU and Shanghai Normal University in China. http://bit.ly/1SildTG",Link,,,4/14/16 16:22, ,825,825,0,1409,1409,0,16,,11,1,,12,1,10,19,5,8,,,7,12,,,0,0,,,,,,,1189,734,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941953894625,https://www.facebook.com/ColumbiaMissourian/posts/10154941953894625,"When it comes to planning for retirement, 84 percent of UM System employees will now have to count on getting less in medical benefits. And those who won't have five or more years of service by 2018 won't receive them. Will this measure affect you?",Link,,,4/14/16 14:20, ,1714,1714,0,2926,2926,0,67,1,4,1,1,4,1,63,72,46,21,,,47,25,,,0,0,,,,,,,2760,1615,0,0,63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941859874625,https://www.facebook.com/ColumbiaMissourian/posts/10154941859874625,The Office of National Marine Sanctuaries announced the discovery of a missing Naval tugboat a few miles off the coast of San Francisco. The tugboat had reportedly been missing for 95 years. http://bit.ly/1p1Eyee,Link,,,4/14/16 13:29, ,639,639,0,993,993,0,3,,,,,,,3,3,3,,,,3,,,,0,0,,,,,,,971,624,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941748569625,https://www.facebook.com/ColumbiaMissourian/posts/10154941748569625,Mizzou Softball regained its momentum on Wednesday after outscoring Wichita State 20-2 during a doubleheader. The next game is this weekend against No. 14 Kentucky Wildcats. http://bit.ly/1Si1nrK,Link,,,4/14/16 12:29, ,744,744,0,1204,1204,0,6,,2,,,2,,4,4,4,,,,4,,,,0,0,,,,,,,1168,716,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941642934625,https://www.facebook.com/ColumbiaMissourian/posts/10154941642934625,Former State Rep. Chris Kelly sent in his formal resignation to Mayor Brian Treece through email on Tuesday. Kelly discussed his reasons for his stepping down at Wednesday's task force meeting.,Link,,,4/14/16 11:34, ,2276,2276,0,3970,3970,0,148,1,8,,1,9,,145,180,117,52,,,120,60,,,2,2,,2,,,2,,3800,2147,0,0,133,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941500684625,https://www.facebook.com/ColumbiaMissourian/posts/10154941500684625,Democratic candidates called for increased diversity in education and fairer voting policies at the state legislator diversity forum on Wednesday. http://bit.ly/1ShXanR,Link,,,4/14/16 10:36, ,547,547,0,918,918,0,21,,6,,,6,,17,20,7,11,,,8,12,,,0,0,,,,,,,881,517,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941400544625,https://www.facebook.com/ColumbiaMissourian/posts/10154941400544625,"Dewayne Carter, 24, was hit by one car, thrown into a second car, and then run over by a third car. Carter had drugs or alcohol in his system at the time of the accident.",Link,,,4/14/16 9:36, ,2685,2685,0,4601,4601,0,248,4,6,,5,7,,243,353,175,106,,,192,161,,,3,3,,3,,,3,,4328,2450,0,0,224,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154941241424625,https://www.facebook.com/ColumbiaMissourian/posts/10154941241424625,"Undocumented immigrants can enroll in universities thanks to the Deferred Action for Childhood Arrivals policy, but the legistlation can also hold these students back; they are ineligible to receive student loans, federal Pell Grants or institutional scholarships, despite the fact that they have to pay international student tuition rates.",Link,,,4/14/16 8:09, ,1178,1178,0,1972,1972,0,54,3,3,,4,3,,53,72,11,46,,,11,61,,,0,0,,,,,,,1785,1088,0,0,52,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154940995089625,https://www.facebook.com/ColumbiaMissourian/posts/10154940995089625:0,Today's front page features eliminating inequity; student protests; and Peabody's bankruptcy. Check out our e-edition: http://bit.ly/1TSI07S,Photo,,,4/14/16 6:06, ,1539,1539,0,3869,3869,0,7,,1,,,1,,6,11,,,6,,,,11,,0,0,,,,,,,3849,1524,0,0,4,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154940807099625,https://www.facebook.com/ColumbiaMissourian/posts/10154940807099625,"At a campus protest on Wednesday, MU police warned demonstrators they would be enforcing a policy that makes shouting in university buildings punishable by arrest or expulsion. The demonstrators, protesting as a part of Million Student March, remained silent in Jesse Hall. http://bit.ly/1Np1quv",Link,,,4/14/16 4:11, ,276,276,0,369,369,0,9,,1,,,1,,8,8,7,1,,,7,1,,,0,0,,,,,,,354,262,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154940172484625,https://www.facebook.com/ColumbiaMissourian/posts/10154940172484625,"Coach Cornell Ford calls the Missouri running backs his &quot;goon squad&quot; — He wants his players to be relentless in everything they do, whether it's a spring practice or a heated Southeastern Conference matchup. http://bit.ly/1NoZoup",Link,,,4/13/16 20:06, ,408,408,0,613,613,0,7,,1,,,1,,6,8,5,2,,,5,3,,,0,0,,,,,,,592,391,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
